480,0,0
483,0,0
486,0,0
489,0,0
492,0,0
495,0,0
498,0,0
501,0,0
504,0,0
507,0,0
510,0,0
513,0,0
516,0,0
519,0,0
522,0,0
525,0,0
528,0,0
531,0,0
534,0,0
537,0,0
540,0,0
543,0,0
546,0,0
549,0,0
552,0,0
555,0,0
558,0,0
561,0,0
564,0,0
567,0,0
570,0,0
573,0,0
576,0,0
579,0,0
582,0,0
585,0,0
588,0,0
591,0,0
594,0,0
597,0,0
600,0,0
603,0,0
606,0,0
609,0,0
612,0,0
615,0,0
618,0,0
621,0,0
624,0,0
627,0,0
630,0,0
633,0,0
636,0,0
639,0,0
642,0,0
645,0,0
648,0,0
651,0,0
654,0,0
657,0,0
660,0,0
663,0,0
666,0,0
669,0,0
672,0,0
675,0,0
678,0,0
681,0,0
684,0,0
687,0,0
690,0,0
693,0,0
696,0,0
699,0,0
702,0,0
705,0,0
708,0,0
711,0,0
714,0,0
717,0,0
720,0,0
723,0,0
726,0,0
729,0,0
732,0,0
735,0,0
738,0,0
741,0,0
744,0,0
747,0,0
750,0,0
753,0,0
756,0,0
759,0,0
762,0,0
765,0,0
768,0,0
771,0,0
774,0,0
777,0,0
780,0,0
783,0,0
786,0,0
789,0,0
792,0,0
795,0,0
798,0,0
801,0,0
804,0,0
807,0,0
810,0,0
813,0,0
816,0,0
819,0,0
822,0,0
825,0,0
828,0,0
831,0,0
834,0,0
837,0,0
840,0,0
843,0,0
845,0,0
847,0,0
849,0,0
851,0,0
853,0,0
855,0,0
857,0,0
859,0,0
861,0,0
863,0,0
865,0,0
867,0,0
869,0,0
871,0,0
873,0,0
875,0,0
877,0,0
879,0,0
881,0,0
883,0,0
885,0,0
887,0,0
889,0,0
891,0,0
893,0,0
895,0,0
897,0,0
899,0,0
901,0,0
903,0,0
905,0,0
907,0,0
909,0,0
911,0,0
913,0,0
915,0,0
917,0,0
919,0,0
921,0,0
923,0,0
925,0,0
927,0,0
929,0,0
931,0,0
933,0,0
935,0,0
937,0,0
939,0,0
941,0,0
943,0,0
945,0,0
947,0,0
949,0,0
951,0,0
953,0,0
955,0,0
957,0,0
959,0,0
961,0,0
964,0,0
967,0,0
970,0,0
973,0,0
976,0,0
979,0,0
982,0,0
985,0,0
988,0,0
991,0,0
994,0,0
997,0,0
1000,0,0
1003,0,0
1006,0,0
1009,0,0
1012,0,0
1015,0,0
1018,0,0
1021,0,0
1024,0,0
1027,0,0
1030,0,0
1033,0,0
1036,0,0
1039,0,0
1042,0,0
1045,0,0
1048,0,0
1051,0,0
1054,0,0
1057,0,0
1060,0,0
1063,0,0
1066,0,0
1069,0,0
1072,0,0
1075,0,0
1078,0,0
1081,0,0
1084,0,0
1087,0,0
1090,0,0
1093,0,0
1096,0,0
1099,0,0
1102,0,0
1105,0,0
1108,0,0
1111,0,0
1114,0,0
1117,0,0
1120,0,0
1123,0,0
1126,0,0
1129,0,0
1132,0,0
1135,0,0
1138,0,0
1141,0,0
1144,0,0
1147,0,0
1150,0,0
1153,0,0
1156,0,0
1159,0,0
1162,0,0
1165,0,0
1168,0,0
1171,0,0
1174,0,0
1177,0,0
1180,0,0
1183,0,0
1186,0,0
1189,0,0
1192,0,0
1195,0,0
1198,0,0
1201,0,0
1203,0,0
1205,0,0
1207,0,0
1209,0,0
1211,0,0
1213,0,0
1215,0,0
1217,0,0
1219,0,0
1221,0,0
1223,0,0
1225,0,0
1227,0,0
1229,0,0
1231,0,0
1233,0,0
1235,0,0
1237,0,0
1239,0,0
1241,0,0
1243,0,0
1245,0,0
1247,0,0
1249,0,0
1251,0,0
1253,0,0
1255,0,0
1257,0,0
1259,0,0
1261,0,0
1263,0,0
1265,0,0
1267,0,0
1269,0,0
1271,0,0
1273,0,0
1275,0,0
1277,0,0
1279,0,0
1281,0,0
1283,0,0
1285,0,0
1287,0,0
1289,0,0
1291,0,0
1293,0,0
1295,0,0
1297,0,0
1299,0,0
1301,0,0
1303,0,0
1305,0,0
1307,0,0
1309,0,0
1311,0,0
1313,0,0
1315,0,0
1317,0,0
1319,0,0
1321,0,0
1323,0,0
1325,0,0
1327,0,0
1329,0,0
1331,0,0
1333,0,0
1335,0,0
1337,0,0
1339,0,0
1341,0,0
1343,0,0
1345,0,0
1347,0,0
1349,0,0
1351,0,0
1353,0,0
1355,0,0
1357,0,0
1359,0,0
1361,0,0
1363,0,0
1365,0,0
1367,0,0
1369,0,0
1371,0,0
1373,0,0
1375,0,0
1377,0,0
1379,0,0
1381,0,0
1383,0,0
1385,0,0
1387,0,0
1389,0,0
1391,0,0
1393,0,0
1395,0,0
1397,0,0
1399,0,0
1401,0,0
1403,0,0
1405,0,0
1407,0,0
1409,0,0
1411,0,0
1413,0,0
1415,0,0
1417,0,0
1419,0,0
1421,0,0
1423,0,0
1425,0,0
1427,0,0
1429,0,0
1431,0,0
1433,0,0
1435,0,0
1437,0,0
1439,0,0
